,input,output
1858,"['Action', 'Drama', 'Romance']",Summary: Raja (Saif Ali Khan) and Yash Vardhan (Aditya Pancholi) are childhood friends. Though they come from different backgrounds  Raja being poor and Yash being wealthy  they treat each other as ...                    
1859,"['Musical', 'Romance']",Summary: Happy go-lucky Ajay Prasad lives with his wife  Sunita and a small son  Raju  in Jaipur  India. The family receives an invitation to attend a wedding in Mumbai; as Sunita & Raju are unable ...                    
1860,"['Drama', 'Romance']",Summary: Misunderstandings cause ACP Suraj Khanna (Vinod Khanna) to be separated from Seema (Hema Malini) with Suraj unaware she is expecting their child. Seema moves away to the Himalayan Mountains...                    
1861,"['Action', 'Crime', 'Drama']",Summary: A gangster shuns the path of crime after his lover is killed by his rivals but soon he is dragged by his boss once again in the criminal world to do one last job.
1862,['Comedy'],Summary: Wealthy business  Chaubey  his wife  Lily  and daughter  Madhubala  return from Britain in order to visit India and find a suitable groom for Madhubala. They are met at the airport by ...                    
1863,['Comedy'],"Summary: Bollywood adaptation of ""Baby's day out"""
1864,['Fantasy'],Summary: Ganesh is an elephant who belongs to a Forest Officer in Southern India. One day he witnesses his master being killed by a Poacher and his two brothers  and marks his master's grave with 3 ...                    
1865,"['Action', 'Comedy', 'Drama']",Summary: Twin brothers who are separated soon after birth  meet in adulthood and join forces to defeat their common enemy  a notorious criminal.
1866,"['Drama', 'Romance']",Summary: Jeeo Shaan Se is the story of two misguided young college student Kishan(Vikas Bhalla) and Govinda(Jay Mehta) who believe in sexual promiscuity and have fallen prey to lust only. But their ...                    
1867,"['Action', 'Comedy', 'Drama']",Summary: Vikram is a honest police inspector on the trail of Chimanbhai  little knowing that people behind the crimes are none other than politicians who will do anything to protect the criminals.
1868,['Action'],Summary: Collector Kalicharan is approach by three men Bhawani Singh  Pratap Singh and a politician to endorse a document so that they can take possession of a 500 acres land. When Kalicharan ...                    
1869,"['Action', 'Drama', 'Family']",Summary: Vasudev Rai lives in a small town with his wife  and a son  Rohit. Vasudev works as a teacher in a school owned and operated by the kind-hearted and generous Gajraj Choudhry. Then one day  ...                    
1870,"['Drama', 'Mystery', 'Thriller']",Summary: In the darkness of night a dangerous  mentally disturbed man called Karan (Rishi Kapoor) escapes from the mental asylum and this news spreads in the city. When Karan sees Sapna (Sridevi) he...                    
1871,['Action'],Summary: Compelled to take the law into his own hands; Arjun from the Indian army is court-marshal and jailed. Years later; after his release from jail  he takes to alcohol in a big way and comes ...                    
1872,"['Action', 'Drama', 'Romance']",Summary: Wealthy  powerful  and influential Thakur Digvijay Singh and beautiful Naina are bethrothed and are to be married soon. But Naina has fallen in love with the son  Karan  of Thakur's ...                    
1873,"['Action', 'Drama']",Summary: Judge Pratap Sinha is a renowned judge who does not pass judgement by sitting down on the judge's chair but he himself investigates and bring the criminals to their fate. This worshiped of ...                    
1874,"['Adventure', 'Drama', 'Fantasy']",Summary: Based on the Hindu epic Ramayana  starting from Bharata Milapa.
1875,"['Action', 'Thriller']",Summary: Add a Plot »
1876,"['Action', 'Drama', 'Musical']",Summary: Dr Ram Prasad Ghayal (Amitabh) is a surgeon whose scalpel proves to be a magic wand. He has a wife called Janaki (Dimple) and a brother called Bharat. Bharat is in love with a dancing doll ...                    
1877,"['Drama', 'Musical', 'Romance']",Summary: Unemployed daydreamer  Vijay Kumar (Sanjay Kapoor) has one goal in his life  which is to marry his dream-girl. His dad (Kulbhushand Kharbanda) has other plans  to get him married to Vandana...                    
1878,"['Comedy', 'Drama', 'Romance']",Summary: Poor Krishna Prasad and Pooja are in love and would like to marry each other. But Pooja's dad  Din Dayal  wants her to marry a wealthier man  and rejects Krishna. Krishna agrees to acquire ...                    
1879,"['Comedy', 'Drama', 'Romance']",Summary: A slacker (Akshay Kumar) must impress a wealthy man to marry her daughter (Juhi Chawla).
1880,"['Action', 'Crime', 'Drama']",Summary: Amar is an honest and diligent police inspector assigned to investigate and bring charges against Krishna  and his friend  Raja  only to find that both are battling the forces of corruption and crime.
1881,['Drama'],Summary: Sharda Yadav is the widow of Ramnath  who was a freedom fighter. Now she lives a poor but very respectable lifestyle with her two sons  Krishna and Arjun  in a small rural town in India. ...                    
1882,"['Drama', 'Romance']",Summary: A pretty schoolteacher named Mala (Rani Mukherjee) becomes the victim of the unwanted advances of an evil man named Raja (Shadab Khan). When she rejects him  he rapes her. The teacher then ...                    
1883,"['Action', 'Drama']",Summary: Customs Officer Bharat Srivastav lives with his wife  Sangita  a sister  Rajni and a small son  Bunty; he gets Rajni marry to police inspector  Gautam. His attempts to expose the criminal ...                    
1884,"['Action', 'Crime', 'Drama']",Summary: Young Vijay studies in Good Shepherd High School  lives a wealthy lifestyle in a small scenic town along with his uncle  who is the Inspector General of Police in Bombay  and has a close ...                    
1885,"['Action', 'Drama']",Summary: In a rural Indian village two corrupt villagers contractor Tirpat Singh and his colleague MLA Durga Pandey are rallying the other villagers into doing things that will benefit themselves. ...                    
1886,"['Action', 'Comedy', 'Drama']",Summary: St. George's College in Bombay has two sweethearts namely  Chiclet (Saddiya Siddiqui)  and Raja (Abhishek Kapoor)  until Raja sets his eyes on Sonia Verma (Twinkle Khanna). But Sonia will ...                    
1887,"['Action', 'Mystery']",Summary: A newly married couple go on their honeymoon to a foreign country  when the wife suddenly disappears.
1888,['Action'],Summary: A police officer part ways with his brother  a truck driver  due to their differences.
1889,"['Drama', 'Family', 'Musical']",Summary: After completing his studies in London  England  Shakti Thakur returns home to India in a small town where his family resides. Accompanying him is his leggy girlfriend  Anita  who he is in ...                    
1890,['Drama'],Summary: Two youngsters from conflicting Pathan tribes fall in love with each other and together face the wrath of their respective tribes.
1891,"['Comedy', 'Drama', 'Musical']",Summary: Rahul Joshi wants to be a successful businessman so he works hard for his boss Siddharth. One day Rahul meets Seema  an up and coming model  and he feels like he's finally met his match. Will Seema fall for Rahul?
1892,"['Action', 'Drama', 'Romance']",Summary: Gaurav Anand comes from a wealthy family  and enjoys a comfortable and luxurious lifestyle. He lives with his dad  Yashpal  an Industrialist; his mom  and an elder brother  Narendra  who is...                    
1893,"['Action', 'Comedy', 'Drama']",Summary: India's biggest box office hit of 1996  Raja Hindustani is a musical drama about a poor cab driver who marries a rich woman and the struggles they face after marriage.
1894,"['Action', 'Drama', 'Romance']",Summary: Tells the story of a feared hit man named Karan  who kills for the mobster Gajraj. On one assignment  Karan meets and falls madly in love with Kajal  the beautiful daughter of an associate....                    
1895,"['Action', 'Crime', 'Drama']",Summary: Tough policier about a straight  but maverick cop who does not believe in bending over  no matter what. He encourages his wife to become a top government officer and tutors her at home  ...                    
1896,['Drama'],Summary: The unusual story of a boy who will never grow. Born with a disease that makes his bones brittle  Brit  as he is appropriately named by his mom  will be four feet tall for life. But he ...                    
1897,['Action'],Summary: Inspector Kishan lives a middle-class lifestyle in Mumbai  India  along with his younger brother  Rahul. He is in love with Kavita  the daughter of a Mantri  Dindayal Kallu  while Rahul is ...                    
1898,"['Action', 'Drama', 'Thriller']",Summary: Unable to witness the injustice and brutality inflict on the residents by a tyrannical gangster  Katya  in a small Indian village in India; Kashinath alias Kashi decides to single-handily ...                    
1899,"['Action', 'Crime']",Summary: Sagar is a young man who lives with his mom  Saraswati  a college-going brother  Vishal  and a school-going sister  Chutki  in a town in India. His father had abandoned them years ago and ...                    
1900,"['Drama', 'Musical', 'Romance']",Summary: Newly married Suraj and Shivangi are on honeymoon where they meet Vishwanath - who claims that Shivangi is his wife.
1901,"['Comedy', 'Drama']",Summary: A village-based singer attempts to find love and fame in the big city.
1902,"['Action', 'Crime', 'Drama']",Summary: A tough and honest police officer avenges his family's murder at the hands of a crime lord.
1903,"['Action', 'Drama']",Summary: Arjun  an army man  who is newly-wed  is brutally killed by a gangster  Nagraj. His wife  who is determined to avenge her husband  raises an army of dedicated young men to kill the gangster.
1904,['Romance'],Summary: Shankar and his wife  Kamla  live in a small bungalow in Madras  India  with his only daughter  Kokila  and a maidservant  Manga. Since he is an Engineer with his firm  he has to travel ...                    
1905,"['Comedy', 'Romance']",Summary: The story is about a single father (Sachin) who is overly protective of her daughter (Srishti Behl) and does not like the idea that his daughter will leave him after marriage and hence ...                    
1906,"['Action', 'Drama', 'Romance']",Summary: Ajay comes from a decent middle class family consists of his parents and sister. He goes out into the outside world and ended up in a night club and meets with super star and dancer name ...                    
1907,"['Crime', 'Drama']",Summary: This is the story of a young woman named Sita  who is engaged to a college professor. Rakesh  a spoilt rich brat comes across Sita one day and falls in love with her but Sita does not love ...                    
1908,['Drama'],Summary: Professor Vijay Tripathi and Bhujbal Choudhury have a small land dispute between themselves forcing Bhujbal and his men to mercilessly kill Vijay making his death look as though lightning ...                    
1909,"['Comedy', 'Drama', 'Romance']",Summary: Add a Plot »
1910,"['Action', 'Drama', 'Family']",Summary: Raja a conman  born in a ordinary middle class family but brought upon the streets. Lived a solitude life with just friend D.P and Dadu his guardian who raised him and to earn his living ...                    
1911,"['Action', 'Mystery']",Summary: Paro  her mother  and her brother  Natwar  find an unconscious man near their town. They bring him over to their house  nurse and nurture him back to good health  only to find out that he ...                    
1912,"['Drama', 'Romance']",Summary: Roop and his father come to the city for medical treatment where Reshma falls in love with Roop. However  Roop loves Pooja but when Reshma threatens to kill herself  Roop agrees to marry her.
1913,"['Comedy', 'Romance', 'Thriller']",Summary: Amar Saxena is a businessman  and the Managing Director of prestigious Khaitan Fans Ltd.  India. One day while leaving from a board meeting  he meets a beggar named Jagmohan  who calls him ...                    
1914,"['Action', 'Drama', 'Romance']",Summary: Raj is a rich industrialist he meets Priya in Shimla and is madly in love with her.But Priya ignores him all the time Priya's mother tells her that she should marry Raj as he is a good ...                    
1915,"['Drama', 'Romance']",Summary: Dastak is a story of a mentally unstable genius (Sharad Kapoor) and his obsession for the Miss Universe (Sushmita Sen). His unparalleled obsession makes him so possessive about her that he ...                    
1916,"['Action', 'Drama']",Summary: Ranjit Saxena is a proud but arrogant owner of a vast mansion  and immense wealth. He lives in this mansion with his wife (Reema Lagoo)  her brother (Mushtaq Khan)  his wife (Kunika)  ...                    
1917,"['Action', 'Drama', 'Romance']",Summary: A patriotic young man turns into a terrorist to avenge his father's humiliation.
1918,"['Action', 'Thriller']",Summary: Jesu and Peter are childhood friends who live in a coastal village in India and depend on fishing as their livelihood. The community is oppressed by a powerful gangster named Alphonso. Jesu...                    
1919,['Drama'],Summary: A social drama about the drug addiction among the youth and its adverse effects on their lives.
1920,"['Action', 'Crime', 'Drama']",Summary: After the passing away of his widower and advocate dad  Vijay Srivastav takes it upon himself to raise his younger siblings  Vishal and Sudha. Years later  while Vishal is studying I.A.S.  ...                    
1921,['Action'],Summary: Born and brought up in a small village  Vikram alias Vicky comes to Bombay - the big city - to find his fortune. He wants to get rich soon  and he does get lucky when he lands a job with a ...                    
1922,"['Comedy', 'Drama', 'Musical']",Summary: After his brother dies  wealthy Vikram reluctantly goes back to India and forms a surprise bond with his orphaned nephew and the showgirl raising him.
1923,"['Drama', 'Romance']",Summary: Two women who are abandoned by their husbands  find love and solace in each other.
1924,"['Action', 'Drama', 'Romance']",Summary: A fearless boy in the village who questions the wrong doings of his Uncle. He plans to marriage his uncles daughter Rani from his childhood. Meanwhile his another uncle's daughter  a city ...                    
1925,['Drama'],Summary: Flamboyant  dashing and handsome  Kumar  is the proud father of Ravi  his only son  and his pride and joy. When Ravi grows up  he meets with Komal  both fall in love with each other and ...                    
1926,['Thriller'],Summary: Ramanbhai is the criminal don of Bombay  and most criminal activities are linked indirectly to him. He has a rival in Vilas Pandey  who is furious with Ramanbhai  and wants to get a larger ...                    
1927,"['Action', 'Drama', 'Thriller']",Summary: Two Indian Secret Service Agents  Ajay Saxena and Abdul  are not only co-workers  but also live like brothers and family. Their Chief asks Abdul to take charge of Project M  dealing with ...                    
1928,"['Action', 'Thriller']",Summary: Lalchand Dogra lives a wealthy life-style in his bungalow with his pregnant wife  Anjana and two sons  Raj and Jay. Due to Lalchand's criminal background Anjana is forced to leave his house...                    
1929,"['Action', 'Romance']",Summary: A police commissioner hires a young man to be his granddaughter's bodyguard but does not know that the man is in fact a killer hired by his cousin in order to kill his granddaughter and inherit the family estate.
1930,"['Action', 'Drama']",Summary: Sultan is a kind-hearted and generous man who was compelled to become a gangster. He has trained Damodar to be a gangster  but Damodar has become the very opposite of Sultan  terrorizing ...                    
1931,"['Action', 'Drama', 'Romance']",Summary: In order to settle personal scores; two gang leaders  Jai Singh and Oberoi fight for many years in gang-wars. There enmity multiplies when Jai's younger brother  Suraj falls in love with ...                    
1932,"['Action', 'Comedy', 'Drama']",Summary: For years Ravi Kumar is considered as the black sheep of the Kumar's family; is unemployed  does not have a stable future and gets himself involved in fights at the drop of a hat. In spite ...                    
1933,"['Action', 'Crime', 'Drama']",Summary: A man (Akshay Kumar) searches for his missing brother (Inder Kumar) who is also wanted by the police.
1934,"['Action', 'Drama', 'Romance']",Summary: Sunil lives a poor life-style with his mom and sister. His passion is to pilot plane and he goes for training to become a successful pilot  but in the process he got himself entangled in a ...                    
1935,"['Drama', 'Musical', 'Romance']",Summary: Joseph and Flavy are deaf and dumb couple living in Goan village.They give birth to Annie and happy she is able to hear and speak.Few years later they give birth to a son Sam Annie's life ...                    
1936,['Family'],Summary: Kamini Rai is apprehended by the police on the charges of drugs smuggling and is subsequently sentence to several years in jail. During this time she gives birth to a baby boy  Shankar who ...                    
1937,"['Drama', 'Romance']",Summary: Judge Krishna (Rahul Roy) and Radha (Manisha Koirala) are in love. Due to class conflicts  they are unable to marry  but continue with a very intimate relationship  which results in Radha ...                    
1938,"['Action', 'Crime', 'Drama']","Summary: This movie is based on the movie ""unlawful entry"". A police inspector (played by Milind gunaji) gets obsessed with the wife of a doctor and tries to break them part by hook and crook."
1939,"['Action', 'Crime', 'Drama']",Summary: Jung tells the story of Arjun (Mithun Chakraborty)  an honest and passionate police officer who finds himself clashing with his younger brother Ajay (Ajay Devgan)  an equally passionate ...                    
1940,['Action'],Summary: Kishan is the only son of Yashoda and Vikram Singh. Vikram is killed by a gangster Barood. A youngster named Akash  who is an investigating journalist. At any cost he wants Barood to be ...                    
1941,['Action'],Summary: Inspector Vijay Saxena and Pooja Kumari Tiwari are in love. The only obstacle is that Pooja's dad is wealthy and the Chief Minister of the state  while Vijay's background is lower ...                    
1942,['Crime'],Summary: A gang war takes place between two rivals - Shiva and Parshuram. ACP Khurana is appointed to bring the city back to normal. But when Shiva plans to kill him  destiny has something different for him.
1943,"['Action', 'Drama', 'Family']",Summary: Gopal works as a servant with the Sharma family  which consists of Kedarnath  his wife: Shanti  daughters: Asha and Sunita  and son: Prabhat. Prabhat and Gopal are very friendly with each ...                    
1944,['Action'],Summary: Gowda is a goonda (an Indian Mafioso) whose octopus like tentacles have a hold on illegal numbers game (matka)  brewing and distribution of illicit liquor  smuggling of firearms and other ...                    
1945,['Comedy'],Summary: MR. BECHERA (Anil Kapoor) is a shy printer and  since the passing of his wife  a single father to his infant son--but his quiet life is shattered by the schemes of Dr. Dayanand (the ...                    
1946,"['Drama', 'Musical', 'Romance']",Summary: Professionally qualified as a lawyer  Somen lives a wealthy lifestyle with his mom  Parvati  and dad  Dharam Bhushan  who presides over the town of Shripuri as an upper caste Hindu Priest. ...                    
1947,['Romance'],Summary: Three young men - Akash  Vinod and Prakash are in love with Megha but Megha only acknowledges the love of Akash and confides that she will only get marry to him. But this marriage is not ...                    
1948,"['Drama', 'Family', 'Fantasy']",Summary: Rani Maa's(Reena Roy) husband is killed by the neighboring kingdom's evil Prime Minister Man Singh (Naseeruddin Shah). The Prime Minister absolves himself from this killing and blames it on...                    
1949,"['Action', 'Thriller']",Summary: ASP Raj Sinha is assign with the task of bringing to justice the people who are responsible for printing and circulating fake currency notes. Raj is shocked when he learn that the leader ...                    
1950,['Comedy'],Summary: Sweety lives with her mom  maternal grandpa  and grandma. She is very rebelious  emotional and high-strung  and does not get along well with her classmates in school. The reason for this is...                    
1951,"['Action', 'Crime', 'Drama']",Summary: A realistic  hard-hitting portrayal of terrorism and youth in the Punjab after the 1984 riots.
1952,"['Action', 'Thriller']",Summary: Add a Plot »
1953,['Action'],Summary: Three man  who have lost faith in law and order  decide to fight for justice on their own terms.
1954,"['Action', 'Crime', 'Drama']",Summary: When a gangster is killed by his rivals  his two sons vow revenge.
1955,['Drama'],Summary: Parmino is a small village in Central India  headed by a Village Committee comprising of all males. When the Government of India notifies the Committee that a third of them must be women  ...                    
1956,"['Action', 'Drama']",Summary: One of the employees of Vijay's parents  Babu  is sentence to a long jail term for killing them. In hot pursuit to avenge the death of his parents Vijay wait until Babu is release from jail...                    
1957,"['Action', 'Crime', 'Drama']",Summary: Roshni Raman discovers a scientific formula and as a result gets abducted - first by Jabar  and then is subsequently taken by force by the menacing Tatar. Her widowed mother recruits a male...                    
1958,"['Horror', 'Thriller']",Summary: A child murderer and black magic practitioner transfers his soul to a doll before death and wreaks havoc in the lives of the doll's new owners: a boy and his elder sister.
1959,"['Crime', 'Thriller']",Summary: Multi-millionaire Vinay Kumar owns a show-room with Jewels found all over the world in different shape  style and fashion. In order to exhibit something new he seeks permission from the ...                    
1960,"['Action', 'Comedy', 'Drama']",Summary: Balu (Arshad Warsi) is a slick but flat-broke cabdriver whose life is changed forever when he picks up an unhappy young rich man named Rahul (Chandrachur Singh) at the airport one day. ...                    
1961,['Action'],Summary: Advocate Durga Prasad was to have received a file from Chote Thakur with regard to a case pending in a Court in Bangalore  India. However  Chote gets killed  he does not receive the file ...                    
1962,['Drama'],"Summary: The Police are called to investigate the death of a woman during a riot. The woman was killed by a stone thrown by an agitated person. The woman killed is known in the community as ""Sardari...                    "
1963,['Drama'],Summary: Mohandas Karamchand Gandhi was invited to South Africa in 1893 to settle a case for a wealthy Indian settled there. He expected to return in a few months but instead got involved in the freedom movement and eventually stayed for 21 years.
1964,"['Action', 'Crime']",Summary: Indian drama movie revolving around two smugglers and a young police inspector.
1965,"['Action', 'Comedy', 'Drama']",Summary: A police officer and a master thief join forces in order to free a village from the clutches of an evil landowner.
1966,['Action'],Summary: Ravi lives in Bombay city with his blind and ailing mother  who cannot withstand any excitement. His dad works out of town  but manages to send them money for their livelihood every month. ...                    
1967,"['Action', 'Crime', 'Drama']",Summary: Chased out of their village  a poor farmer  his wife  son and daughter attempt to survive the harsh footpath life of Bombay  when a gangster asks him to work for him. Years later  the ...                    
1968,['Drama'],Summary: Gorgeous looking Anju Khanna lives in a palatial home with her dad  and mom. Her dad  R.K.Khanna has been having labor problems at his workplace  due to a headstrong union leader named ...                    
1969,['Drama'],Summary: A mother sacrifices for her family. But a step-son? This is a story of a woman  her step-son  her natural son  daughter and alcoholic husband. A freak accident occurs  where Prabhat  in ...                    
1970,"['Drama', 'Romance']",Summary: An estranged couple battle for the custody of their only son.
1971,['Action'],Summary: Rammohan lives a poor lifestyle in India along with his grandson  Avinash  the only child of his late son  Indermohan. Rammohan is disappointed with Avinash as he always seems to be getting...                    
1972,"['Action', 'Comedy', 'Drama']",Summary: Adarsh (Sanjay Dutt) and Aniket (Govinda) are two brothers. Aniket is the elder  while Adarsh is the younger one. Both go to the same college  where Aniket finds that beautiful Guddi (Mamta...                    
1973,"['Action', 'Romance']",Summary: Ajay leads a life as a gangster and is known for his short-temper which made him mercilessly murder a man named Ramesh for falling in love with his sister Asha. Years later Ajay takes up ...                    
1974,"['Action', 'Crime', 'Drama']",Summary: A tough and honest police officer wages a one-man war against terrorists and a corrupt politician who have planned to assassinate the chief minister of the state.
1975,"['Action', 'Romance']",Summary: Badal comes from a rural village to take an enrollment into a college in the city. He meets his fellow collegian  Tina Oberoi and both gets acquainted with each other and after a few ...                    
1976,"['Drama', 'Romance']",Summary: Later during the imprisonment  Sundar came to know about such facts about Sheetal which left him in ultimate misery and pain.
1977,['Comedy'],Summary: In order to avenge his insult against wealthy Hoshiarchand Choudhary; Pandit Shaadiram Gharjodhe asks Raju; a coolie by profession to masquerade as a wealthy business tycoon so that he can ...                    
1978,['Musical'],Summary: A musical drama that depicts the reversal of fortune of Yash  and his father  Vikram Rai. Vikram Rai is a talented singer and marries Kalpana  who is impressed by his singing abilities. ...                    
1979,"['Action', 'Drama', 'Romance']",Summary: Add a Plot »
1980,"['Drama', 'Romance']",Summary: When Raj meets Simran in Europe  it isn't love at first sight but when Simran moves to India for an arranged marriage  love makes its presence felt.
1981,"['Action', 'Romance', 'Thriller']",Summary: After witnessing the sudden death of a woman  who was unable to afford hospital treatment  Dr. Ajay Kumar cancels his immigration to America and instead sets out to build a hospital that ...                    
1982,['Comedy'],Summary: Dr. Dilbagh is a leading Cardiologist in Bombay. He runs his own clinic as well as visits patients in Dr. Vora's Polyclinic. His secretary/receptionist is the attractive Komal  while a ...                    
1983,"['Action', 'Crime', 'Drama']",Summary: Dr. Vijay performs a ground breaking surgical operation when he transplants the brain of a slain police officer on the brain-dead body of his to-be bride in order to avenge the death of the police officer.
1984,"['Action', 'Drama']",Summary: Janki lives a poor lifestyle in a small village consisting of her dad  Bhervi Prasad and her mom. She meets and falls in love with her school-teacher  Ramcharan  and both want to get ...                    
1985,"['Action', 'Crime', 'Drama']",Summary: Arjun lives a poor lifestyle in Madhopur along with his school-master dad  Bansilal  mom  and sister. His family is abused by Thakur Suryanarayan Singh's men and are forced to leave the ...                    
1986,"['Action', 'Comedy', 'Drama']",Summary: Assistant Commissioner of Police Suraj Chauhan wants to eliminate crime from his region by bringing all criminals to justice. His crime reporter brother  Arun attempt to expose the criminal...                    
1987,['Action'],Summary: Ajay Chauvan lives with his parents and a younger sister. Ajay loves Pooja and hopes to get marry to her one day; he prepares a job application and send it to various places but in the ...                    
1988,"['Action', 'Drama', 'Romance']",Summary: After her husband  Ravi Malhotra  is killed  Sudha lives the life of a widow with her brother  Mahesh  and Bhabhi  Kamini. A new tenant  Ajay  comes to her rescue when she is molested by ...                    
1989,"['Action', 'Comedy', 'Crime']",Summary: A troubled ACP adopts a young poor child named Deva whose mother and father died. When he grows up  he helps his adopted father as a police officer and ACP to solve various crimes around ...                    
1990,['Drama'],Summary: God and Gun is a film on contemporary events A daringly different film. It bringsforth authentically the inside realities of today's politics. God and Gun advocates the truth that power ...                    
1991,['Drama'],Summary: Ajay Thakur is a long-time employee serving with the Indian police force; his motive in life involves bringing to justice the freedom fighters who in reality are terrorists headed by ...                    
1992,"['Drama', 'Romance']",Summary: When Guddu and Salina end up in a car accident  Salina loses her sight. Guddu soon finds out that he has a brain tumour  and decides to donate his eyes to Salina.
1993,"['Action', 'Comedy', 'Thriller']",Summary: Vikram Sehgal (Alok Nath) a renowned businessman has two sons. The legitimate Vishal (Nana Patekar) and the illegitimate Raju (Rishi Kapoor). Vishal's uncle Shrichand (Mohan Joshi) and his ...                    
1994,"['Action', 'Drama']",Summary: An unscruplous politician enlists the help of a supposedly illiterate and simple-minded man to win an election.
1995,['Drama'],Summary: Widower Mahendra Prasad lives a very wealthy lifestyle along with his daughter  Kiran  in a palatial house. He is very religious and superstitious and consults his astrologer  Pandit Din ...                    
1996,"['Action', 'Drama', 'Romance']",Summary: Ashwani Kumar Saxena lives a poor lifestyle along with his wife  Parvati  and a young son  Ravi. When he wife gives birth to a daughter  he decides to let his widower and childless employer...                    
1997,"['Action', 'Comedy', 'Fantasy']",Summary: Karan and Arjun reincarnate in the different parts of the country. But the faith of their previous mother brings them together in order to avenge their death.
1998,"['Action', 'Drama', 'Thriller']",Summary: Karan and his mother live a happy life and he is soon to be married to Kajal. But on the day of his engagement  he discovers his mother is not his biological mother.
1999,['Action'],Summary: Choudhary Amar Singh is a farmer in rural India and lives a modest lifestyle with his wife  Sharda  and son  Vikraanta. He excels in sugar cane production and is presented an award and a ...                    
2000,"['Action', 'Romance']",Summary: Ailing multi-millionaire Pratap's mom gets him to promise that he will marry the first woman he sees the next morning  to which he agrees. The first woman he sees is Reena who comes from a ...                    
2001,"['Comedy', 'Drama']",Summary: Sitanath Ardhnarayan Choudhry and Ajit Khanna are old friends. Sitanath has a daughter named Sunita  and Ajit has a son named Jai. Both fathers would like their respective children to meet ...                    
2002,"['Action', 'Crime', 'Drama']",Summary: In order to avenge the killings of his family members at the hands of four outlaws  Chakradhar  Bhootnath  Nainsukh and Hunterwala; Kamal Verma takes the assistance of Vijay Kumar - Vijay ...                    
2003,['Drama'],Summary: The delicate relationship between a 15-year-old girl and her grandfather is used to describe how the growing political tensions between Muslems and Hindus in 1992 led to the destruction of ...                    
2004,"['Action', 'Drama']",Summary: Police Inspector Jay Bakshi has been assigned the task of aprpehending gangsters affiliated to notorious criminal don  Raj Solanki. Assisting him in this task is his sweetheart  Inspector ...                    
2005,"['Action', 'Crime', 'Drama']",Summary: Unemployed and alcoholic wastrel Jai Kumar makes money by indulging in unlawful activities for people who are into shady doings. His life changes when he gives false testimony in court ...                    
2006,"['Action', 'Drama', 'Family']",Summary: Rajan gets Geeta pregnant and wants her to get an abortion  but Geeta refuses  and gives birth to a baby boy and leaves him in an orphanage. Fate plays a strange trick and the baby is ...                    
2007,['Comedy'],Summary: Miss India and an aspiring actor spend a night together roaming the streets of Mumbai and unwittingly clash paths with a megalomaniacal gangster planning to take over India.
2008,"['Drama', 'Family']",Summary: Nishana is a tale of Revenge  where Mithun bumps off the enemies of him as well as his love  Rekha.
2009,"['Action', 'Drama']",Summary: Daata Guru (Amrish Puri) is a wealthy  powerful  and influential head of a village. He owns and controls all the villagers and their properties. Anyone who dares to raise their voice ...                    
2010,['Action'],Summary: An ACP who is determined to rid the city of corruption is very attached to his half brothers.
2011,"['Action', 'Drama', 'Romance']",Summary: Sanjay Verma is an eligible young man  who has been having hallucinations of a past life as Shantanu. He travels to a small community and meets with Sonia Verma  and recognizes her as the ...                    
2012,"['Action', 'Crime', 'Romance']",Summary: Raja leads a life of crime; his girlfriend  Priya convinces him to give up his criminal ways to which he agrees to not only earn an honest living but provide the police with the names and ...                    
2013,['War'],Summary: Three friends at the national defense academy fall in love with one girl.. They pass out as officers of the Indian defense services  one becomes an army officer second the naval officers ...                    
2014,"['Action', 'Drama', 'Romance']",Summary: Rana Mahednra Pratap Garewal (Mukesh Khanna) is a wealthy businessman along with his brother Vishwa (Dalip Tahil). They are both good friends with Brijnath (Paresh Rawal) who is not as ...                    
2015,"['Action', 'Drama']",Summary: Inspector Vijay lives with his elder brother  Assistant Commissioner of Police  Ashwini Kumar; and sister-in-law  Jyoti  in a upper middle-class community in India. Assigned an ...                    
2016,"['Comedy', 'Drama', 'Musical']",Summary: A middle class young woman  who dreams of Bollywood fame  is caught in a love triangle between her childhood friend and a famous actor.
2017,"['Action', 'Crime', 'Drama']",Summary: A street hustler  who has spent several years in and out of prison  decides to reform his life  as he teaches street kids to stay away from crime  but has trouble maintaining these ideals in his own life.
2018,"['Action', 'Drama']",Summary: Ram Sinha does not know that he re-write his destiny by joining the police force and at the same time make enemy with a criminal don named Dhonga the great. Dhonga swears to avenge the ...                    
2019,"['Comedy', 'Drama']",Summary: Raasaiyya is a servant and protector in the household of Shyamsunder. He was placed there by his mother  Madhavi  who feared he would follow in his fathers' footprints as a thief. She ...                    
2020,"['Action', 'Drama']",Summary: Rahim Khan lives a poor life-style with his mother and adopted sister  Reshma; as a devoted Musilm Rahim's only means of survival is by working as a truck driver with a company own by ...                    
2021,"['Drama', 'Family', 'Romance']",Summary: Sagar is a popular singer  and since he is a bachelor  he is always mobbed by young women wherever he stages his shows. On one such show in Srinagar  he meets with beautiful Sapna Narang  ...                    
2022,"['Crime', 'Drama', 'Musical']",Summary: A female dancer is injured and her sister gets trained to take over from her. Lots of songs  comic scenes  and the bad guys galore.
2023,"['Action', 'Crime', 'Thriller']",Summary: In Bombay a series of kidnapping takes place and many young women go missing. The police force is also not doing much to stop this until Arjun Verma is assigned to the case.During the ...                    
